Applicability,Service,Reporting period,Category label,Category of illegal content,"Description of the sub-category ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,BE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,BG,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,CY,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,CZ,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,DE,,,,,62,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,DK,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,EE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,ES,,,,,4,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,FI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,FR,,,,,8,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,GR,,,,,5,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,HR,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,HU,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,IE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,IT,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,LT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,LU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,LV,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,MT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,NL,,,,,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,PL,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,PT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,RO,,,,,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,SE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,SI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,SK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",AT,,,,,1,,104,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",BE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",BG,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",CY,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",CZ,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",DE,,,,,62,,211,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",DK,,,,,1,,341,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",EE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",ES,,,,,4,,1045,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",FI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",FR,,,,,8,,343,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",GR,,,,,5,,354,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",HR,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",HU,,,,,1,,153,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",IE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",IT,,,,,1,,1446,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",LT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",LU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",LV,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",MT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",NL,,,,,1,,141,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",PL,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",PT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",RO,,,,,2,,41,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",SE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",SI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 7g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Intellectual Property.",SK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,AT,0,0,,0,5,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,BE,0,0,,0,40,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,BG,0,0,,0,3,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,CZ,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,DE,0,0,,0,366,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,DK,0,0,,0,18,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,ES,0,0,,0,57,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,FI,0,0,,0,30,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,FR,0,0,,0,31,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,GR,0,0,,0,8,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,HR,0,0,,0,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,HU,0,0,,0,3,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,IE,0,0,,0,15,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,IT,0,0,,0,36,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,LV,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,MT,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,NL,0,0,,0,8,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,PL,0,0,,0,3,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,PT,0,0,,0,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,RO,0,0,,0,5,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,SE,0,0,,0,66,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",AT,0,0,,0,5,,144,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",BE,0,0,,0,30,,112,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",BG,0,0,,0,3,,216,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",CZ,0,0,,0,1,,177,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",DE,0,0,,0,359,,72,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",DK,0,0,,0,18,,222,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",ES,0,0,,0,57,,124,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",FI,0,0,,0,29,,41,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",FR,0,0,,0,28,,139,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",GR,0,0,,0,8,,73,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",HR,0,0,,0,2,,243,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",HU,0,0,,0,3,,170,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",IE,0,0,,0,14,,281,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",IT,0,0,,0,36,,170,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",LV,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",MT,0,0,,0,1,,1920,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",NL,0,0,,0,7,,64,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",PL,0,0,,0,2,,863,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",PT,0,0,,0,2,,21,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",RO,0,0,,0,2,,158,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",SE,0,0,,0,66,,106,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9b,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Under this category, we consider member state orders for: Child Exploitation.",SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",AT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",BE,,,,,10,,110,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",BG,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",CY,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",CZ,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",DE,,,,,7,,41,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",DK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",EE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",ES,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",FI,,,,,1,,51,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",FR,,,,,3,,21,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",GR,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",HR,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",HU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",IE,,,,,1,,48,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",IT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",LT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",LU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",LV,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",MT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",NL,,,,,1,,73,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",PL,,,,,1,,161,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",PT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",RO,,,,,3,,127,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",SE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",SI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 9f,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Minor.",SK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,AT,0,0,,0,66,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,BE,0,0,,0,69,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,BG,0,0,,0,15,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,CZ,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,DE,0,0,,0,1188,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,DK,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,ES,0,0,,0,302,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,FI,0,0,,0,7,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,FR,0,0,,0,1863,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,GR,0,0,,0,2,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,HR,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,HU,0,0,,0,5,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,IE,0,0,,0,7,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,IT,0,0,,0,92,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,LU,0,0,,0,3,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,LV,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,MT,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,NL,0,0,,0,133,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,PL,0,0,,0,14,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,PT,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,RO,0,0,,0,28,,0,,,,,,,
